size,model,precision,recall,roc_auc,accuracy,f1_score
49999,xgb,0.6768,0.5725,0.6495,0.6495,0.6203
49999,rf,0.6768,0.5725,0.6495,0.6495,0.6203
99999,xgb,0.6823,0.5883,0.6572,0.6572,0.6318
99999,rf,0.6823,0.5883,0.6572,0.6572,0.6318
149998,xgb,0.692,0.6088,0.6689,0.6689,0.6477
149998,rf,0.692,0.6088,0.6689,0.6689,0.6477
200000,xgb,0.6974,0.6226,0.6762,0.6762,0.6579
200000,rf,0.6974,0.6226,0.6762,0.6762,0.6579
249999,xgb,0.7085,0.6285,0.685,0.685,0.6661
249999,rf,0.7085,0.6285,0.685,0.685,0.6661
299999,xgb,0.7081,0.6196,0.6821,0.6821,0.6609
299999,rf,0.7081,0.6196,0.6821,0.6821,0.6609
349998,xgb,0.7196,0.6345,0.6936,0.6936,0.6744
349998,rf,0.7196,0.6345,0.6936,0.6936,0.6744
399999,xgb,0.7239,0.6393,0.6977,0.6977,0.679
399999,rf,0.7239,0.6393,0.6977,0.6977,0.679
449998,xgb,0.7287,0.6473,0.7032,0.7032,0.6856
449998,rf,0.7287,0.6473,0.7032,0.7032,0.6856
499998,xgb,0.7279,0.6454,0.7021,0.7021,0.6842
499998,rf,0.7279,0.6454,0.7021,0.7021,0.6842
549999,xgb,0.7372,0.6457,0.7078,0.7078,0.6884
549999,rf,0.7372,0.6457,0.7078,0.7078,0.6884
599999,xgb,0.7395,0.6466,0.7094,0.7094,0.6899
599999,rf,0.7395,0.6466,0.7094,0.7094,0.6899
649999,xgb,0.7497,0.6429,0.7141,0.7141,0.6922
649999,rf,0.7497,0.6429,0.7141,0.7141,0.6922
699998,xgb,0.7565,0.658,0.7231,0.7231,0.7038
699998,rf,0.7565,0.658,0.7231,0.7231,0.7038
749997,xgb,0.7585,0.6573,0.724,0.724,0.7043
749997,rf,0.7585,0.6573,0.724,0.724,0.7043
799999,xgb,0.8357,0.6423,0.758,0.758,0.7263
799999,rf,0.8357,0.6423,0.758,0.758,0.7263
849999,xgb,0.837,0.6533,0.763,0.763,0.7338
849999,rf,0.837,0.6533,0.763,0.763,0.7338
899998,xgb,0.8404,0.6571,0.7662,0.7662,0.7375
899998,rf,0.8404,0.6571,0.7662,0.7662,0.7375
999998,xgb,0.8471,0.6575,0.7694,0.7694,0.7404
999998,rf,0.8471,0.6575,0.7694,0.7694,0.7404
1499998,xgb,0.8469,0.6809,0.7789,0.7789,0.7549
1499998,rf,0.8469,0.6809,0.7789,0.7789,0.7549
1999995,xgb,0.8503,0.6992,0.7881,0.7881,0.7674
1999995,rf,0.8503,0.6992,0.7881,0.7881,0.7674
2499995,xgb,0.8518,0.7136,0.7947,0.7947,0.7766
2499995,rf,0.8518,0.7136,0.7947,0.7947,0.7766
