size,model,precision,recall,roc_auc,accuracy,f1_score
49999,xgb,0.5806,0.3538,0.5491,0.5491,0.4397
49999,rf,0.5806,0.3538,0.5491,0.5491,0.4397
99999,xgb,0.6297,0.3587,0.5739,0.5739,0.457
99999,rf,0.6297,0.3587,0.5739,0.5739,0.457
149998,xgb,0.6638,0.3976,0.5981,0.5981,0.4973
149998,rf,0.6638,0.3976,0.5981,0.5981,0.4973
200000,xgb,0.7007,0.4425,0.6267,0.6267,0.5424
200000,rf,0.7007,0.4425,0.6267,0.6267,0.5424
249999,xgb,0.7001,0.4209,0.6203,0.6203,0.5257
249999,rf,0.7001,0.4209,0.6203,0.6203,0.5257
299999,xgb,0.7147,0.4541,0.6364,0.6364,0.5553
299999,rf,0.7147,0.4541,0.6364,0.6364,0.5553
349998,xgb,0.7414,0.4794,0.6561,0.6561,0.5823
349998,rf,0.7414,0.4794,0.6561,0.6561,0.5823
399999,xgb,0.7588,0.5076,0.6731,0.6731,0.6083
399999,rf,0.7588,0.5076,0.6731,0.6731,0.6083
449998,xgb,0.7614,0.5118,0.6757,0.6757,0.6122
449998,rf,0.7614,0.5118,0.6757,0.6757,0.6122
499998,xgb,0.7764,0.5195,0.6849,0.6849,0.6225
499998,rf,0.7764,0.5195,0.6849,0.6849,0.6225
549999,xgb,0.7652,0.5155,0.6787,0.6787,0.616
549999,rf,0.7652,0.5155,0.6787,0.6787,0.616
599999,xgb,0.7679,0.5133,0.6791,0.679,0.6153
599999,rf,0.7679,0.5133,0.6791,0.679,0.6153
649999,xgb,0.7632,0.5037,0.6737,0.6737,0.6069
649999,rf,0.7632,0.5037,0.6737,0.6737,0.6069
699998,xgb,0.7731,0.5244,0.6852,0.6852,0.6249
699998,rf,0.7731,0.5244,0.6852,0.6852,0.6249
749997,xgb,0.7737,0.5336,0.6888,0.6888,0.6316
749997,rf,0.7737,0.5336,0.6888,0.6888,0.6316
799999,xgb,0.79,0.5549,0.7037,0.7037,0.6519
799999,rf,0.79,0.5549,0.7037,0.7037,0.6519
849999,xgb,0.7931,0.5645,0.7086,0.7086,0.6596
849999,rf,0.7931,0.5645,0.7086,0.7086,0.6596
899998,xgb,0.7929,0.5641,0.7084,0.7084,0.6592
899998,rf,0.7929,0.5641,0.7084,0.7084,0.6592
999998,xgb,0.7984,0.5902,0.7206,0.7206,0.6787
999998,rf,0.7984,0.5902,0.7206,0.7206,0.6787
1499998,xgb,0.8059,0.5905,0.7241,0.7241,0.6816
1499998,rf,0.8059,0.5905,0.7241,0.7241,0.6816
1999995,xgb,0.8113,0.6052,0.7322,0.7322,0.6932
1999995,rf,0.8113,0.6052,0.7322,0.7322,0.6932
2499995,xgb,0.8255,0.6351,0.7504,0.7504,0.7179
2499995,rf,0.8255,0.6351,0.7504,0.7504,0.7179
